Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
trans_psych_health,current_quality_of_life,,calc,Transform-psychological health,"if([who_psy_total] ='6', 4, if([who_psy_total] ='7', 5, if([who_psy_total] ='8',5,if([who_psy_total] ='9',6, if([who_psy_total]='10',7, if([who_psy_total]='11',7, if([who_psy_total]='12',8, if([who_psy_total]='13',9, if([who_psy_total]='14',9, if([who_psy_total]='15',10, if([who_psy_total]='16',11, if([who_psy_total]='17',11, if([who_psy_total]='18', 12, if([who_psy_total]='19',13, if([who_psy_total]='20',13, if([who_psy_total]='21',14, if([who_psy_total]='22',15, if([who_psy_total]='23',15, if([who_psy_total]='24',16, if([who_psy_total]='25',17, if([who_psy_total]='26',17, if([who_psy_total]='27',18, if([who_psy_total]='28',19, if([who_psy_total]='29',19, if([who_psy_total]='30',20,'')))))))))))))))))))))))))",,,,,,,,,,,, @HIDDEN-SURVEY
trans_soc_rel,current_quality_of_life,,calc,Transform-social relationships,"if([who_soc_rel_total] ='3', 4, if([who_soc_rel_total] ='4', 5, if([who_soc_rel_total] ='5', 7, if([who_soc_rel_total] ='6', 8, if([who_soc_rel_total] ='7', 9, if([who_soc_rel_total] ='8', 11, if([who_soc_rel_total] ='9', 12, if([who_soc_rel_total] ='10', 13, if([who_soc_rel_total] ='11', 15, if([who_soc_rel_total] ='12', 16, if([who_soc_rel_total] ='13', 17, if([who_soc_rel_total] ='14', 19, if([who_soc_rel_total] ='15', 20,'')))))))))))))",,,,,,,,,,,, @HIDDEN-SURVEY
trans_environ,current_quality_of_life,,calc,Transform-environment,"if([who_env_total] ='8', 4, if([who_env_total] ='9', 5,if([who_env_total] ='10', 5, if([who_env_total] ='11', 6,if([who_env_total] ='12', 6,if([who_env_total] ='13', 7,if([who_env_total] ='14', 7,if([who_env_total] ='15', 8,if([who_env_total] ='16', 8,if([who_env_total] ='17', 9,if([who_env_total] ='18', 9, if([who_env_total] ='19', 10, if([who_env_total] ='20', 10, if([who_env_total] ='21', 11, if([who_env_total] ='22', 11, if([who_env_total] ='23', 12, if([who_env_total] ='24', 12, if([who_env_total] ='25', 13, if([who_env_total] ='26', 13, if([who_env_total] ='27', 14, if([who_env_total] ='28', 14, if([who_env_total] ='29', 15, if([who_env_total] ='30', 15, if([who_env_total] ='31', 16, if([who_env_total] ='32', 16, if([who_env_total] ='33', 17, if([who_env_total] ='34', 17, if([who_env_total] ='35', 18, if([who_env_total] ='36', 18, if([who_env_total] ='37', 19, if([who_env_total] ='38', 19, if([who_env_total] ='39', 20, if([who_env_total] ='40', 20,'')))))))))))))))))))))))))))))))))",,,,,,,,,,,, @HIDDEN-SURVEY
who_psy_total,current_quality_of_life,,calc,Psychological Health ,"sum([who_5],[who_6],[who_7],[who_11],[who_19],[who_26])",,,,,,,y,,,,, @HIDDEN-SURVEY
who_ph_total,current_quality_of_life,,calc,Physical Health,"sum([who_3],[who_4],[who_10],[who_15],[who_16],[who_17],[who_18])",,,,,,,y,,,,, @HIDDEN-SURVEY
who_soc_rel_total,current_quality_of_life,,calc,Social Relationships,"sum([who_20],[who_21],[who_22])",,,,,,,y,,,,, @HIDDEN-SURVEY
who_env_total,current_quality_of_life,,calc,Environment ,"sum([who_8],[who_9],[who_12],[who_13],[who_14],[who_23],[who_24],[who_25])",,,,,,,y,,,,, @HIDDEN-SURVEY
change_intro,change_intro,,descriptive,"For the next measure, please read each statement and indicate how much you CURRENTLY agree or disagree with each one.

Please click the ""submit"" button to continue.",,,,,,,,,,,,,
change_complete,thoughts_about_change,,yesno,Was measure completed?,,,,,,,,y,LH,,,, @HIDDEN
change_1,thoughts_about_change,Read each statement and indicate how much you CURRENTLY agree or disagree with each. ,radio,1. Staying sober is the most important thing in my life.,"1, Strongly Disagree | 2, Disagree | 3, Tend to Disagree | 4, Tend to Agree | 5, Agree | 6, Strongly Agree",,,,,,,y,,,thoughts_about_change,,
change_2,thoughts_about_change,,radio,2. I am totally committed to staying off alcohol/drugs.,"1, Strongly Disagree | 2, Disagree | 3, Tend to Disagree | 4, Tend to Agree | 5, Agree | 6, Strongly Agree",,,,,,,y,,,thoughts_about_change,,
change_3,thoughts_about_change,,radio,3. I will do whatever it takes to recover from my addiction.,"1, Strongly Disagree | 2, Disagree | 3, Tend to Disagree | 4, Tend to Agree | 5, Agree | 6, Strongly Agree",,,,,,,y,,,thoughts_about_change,,
change_4,thoughts_about_change,,radio,4. I never want to return to alcohol/drug use again.,"1, Strongly Disagree | 2, Disagree | 3, Tend to Disagree | 4, Tend to Agree | 5, Agree | 6, Strongly Agree",,,,,,,y,,,thoughts_about_change,,
change_5,thoughts_about_change,,radio,5. I have had enough alcohol and drugs.,"1, Strongly Disagree | 2, Disagree | 3, Tend to Disagree | 4, Tend to Agree | 5, Agree | 6, Strongly Agree",,,,,,,y,,,thoughts_about_change,,
change_score,thoughts_about_change,,calc,Commitment to Change Total ,"sum([change_1], [change_2], [change_3],[change_4], [change_5])",,,,,,,,,,,, @HIDDEN-SURVEY
ftcd_prereq,tob_screener,,yesno,"Have you smoked ANY tobacco or nicotine products in the past month, including e-cigarettes/vape?",,,,,,,,y,,,,,
tob_intro,tob_screener,,descriptive,"The next questions are about your current tobacco use.  

Please click ""submit"" and answer the questions on the next page.",,,,,,,[ftcd_prereq] = '1',,,,,,
fager_1,tob_test,,radio,1. How soon after waking do you smoke your first cigarette or inhale your first vape?   ,"3, Within 5 minutes | 2, 5-30 minutes | 1, 31-60 minutes",,,,,,[ftcd_prereq] = '1',y,,,,,
fager_2,tob_test,,yesno,"2. Do you find it difficult to refrain from smoking or vaping in places where it is forbidden (e.g., church, library, etc.)?",,,,,,,[ftcd_prereq] = '1',y,,,,,
fager_3,tob_test,,radio,3. Which cigarette/vape would you hate to give up?   ,"1, The first in the morning | 0, Any other",,,,,,[ftcd_prereq] = '1',y,,,,,
fager_4,tob_test,,radio,"4. How many cigarettes a day do you smoke?
(Generally, one tube of vaping liquid equals 20 cigarettes). ","0, 10 or less | 1, 11-20 | 2, 21-30 | 3, 31 or more",,,,,,[ftcd_prereq] = '1',y,,,,,
fager_5,tob_test,,yesno,5. Do you smoke/vape frequently in the morning? ,,,,,,,[ftcd_prereq] = '1',y,,,,,
fager_6,tob_test,,yesno,6. Do you smoke/vape even if you are sick in bed most of the day?,,,,,,,[ftcd_prereq] = '1',y,,,,,
fager_quit_7,tob_test,,radio,"7. On a scale of 1-5, what is your level of interest in quitting tobacco/nicotine?  ","1, Not currently considering quitting. | 2, Thinking about quitting, but not yet ready. | 3, Getting ready to make a quit attempt. | 4, Actively making a quit attempt. | 5, Quit tobacco use for 7 days or more.",,,,,,[ftcd_prereq] = '1',y,,,,,
fager_total,tob_test,,calc,Total score,"sum([fager_1],[fager_2],[fager_3],[fager_4],[fager_5],[fager_6])",,,,,,,,,,,, @HIDDEN-SURVEY
ftcd_complete,fagerstrom_test_for_cigarette_dependence,,yesno,Was measure completed?,,,,,,,,,LH,,,, @HIDDEN
ftcd_1,fagerstrom_test_for_cigarette_dependence,,dropdown,1. How soon after you wake up do you smoke your first cigarette?,"3, a. Within 5 minutes | 2, b. Within 5-30 minutes | 1, c. Within 31-60 minutes",,,,,,[ftcd_prereq] = '1',y,LH,,,,
ftcd_2,fagerstrom_test_for_cigarette_dependence,,dropdown,"2. Do you find it difficult to refrain from smoking in places where it is forbidden (e.g., church, library, etc.)?","1, a. Yes | 0, b. No",,,,,,[ftcd_prereq] = '1',y,LH,,,,
ftcd_3,fagerstrom_test_for_cigarette_dependence,,dropdown,3. Which cigarette would you hate most to give up?,"1, a. The first one in the morning | 0, b. Any other",,,,,,[ftcd_prereq] = '1',y,LH,,,,
ftcd_4,fagerstrom_test_for_cigarette_dependence,,dropdown,4. How many cigarettes per day do you smoke?,"0, a. 10 or less | 1, b. 11-20 | 2, c. 21-30 | 3, d. 31 or more",,,,,,[ftcd_prereq] = '1',y,LH,,,,
ftcd_5,fagerstrom_test_for_cigarette_dependence,,dropdown,5. Do you smoke more during the first hours after waking than during the rest of the day?,"1, a. Yes | 0, b. No",,,,,,[ftcd_prereq] = '1',y,LH,,,,
ftcd_6,fagerstrom_test_for_cigarette_dependence,,dropdown,6. Do you smoke even when you are ill enough to be in bed most of the day?,"1, a. Yes | 0, b. No",,,,,,[ftcd_prereq] = '1',y,LH,,,,
ftcd_quit,fagerstrom_test_for_cigarette_dependence,,dropdown,7. Are you interested in quitting tobacco?,"0, No | 1, Maybe | 2, Yes",,,,,,[ftcd_prereq] = '1',,,,,, @HIDDEN
quit_motivation_level,fagerstrom_test_for_cigarette_dependence,,dropdown,"7. On a scale of 1-5, what is your level of interest in quitting tobacco? ","1, Not currently considering quitting | 2, Thinking about quitting, but not yet ready | 3, Getting ready to make a quit attempt | 4, Actively making a quit attempt | 5, Quit tobacco use for 7 days of more",,,,,,[ftcd_prereq] = '1',y,LH,,,,
ftcd_score,fagerstrom_test_for_cigarette_dependence,,calc,Total score,"sum([ftcd_1], [ftcd_2], [ftcd_3], [ftcd_4], [ftcd_5], [ftcd_6])",points,,,,,[ftcd_prereq] = '1',,,,,, @HIDDEN-SURVEY
use_smokeless,smkless_screener,,yesno,"Have you used ANY smokeless tobacco products in the past month? (examples: chew, dip, snus)",,,,,,,,y,,,,,
sm_intro,smkless_screener,,descriptive,"Please answer the questions about smokeless tobacco use on the next page.

Please click the ""submit"" button to continue.
",,,,,,,[use_smokeless] = '1',,,,,,
smokeless_completed,smokeless_tobacco_dependence,,yesno,Was measure completed?,,,,,,,,,LH,,,, @HIDDEN
dep_smokeless,smokeless_tobacco_dependence,,radio,"1. On a scale of 1-5, how would you rate your level of addiction to smokeless tobacco? ","1, 1 Not at all addicted | 2, 2 Slightly addicted | 3, 3 Moderately addicted | 4, 4 Very addicted | 5, 5 Completely addicted",,,,,,[use_smokeless] = '1',y,LV,,,,
smokless_quit,smokeless_tobacco_dependence,,radio,"2. On a scale of 1-5, what is your level of interest in quitting smokeless tobacco use?  ","1, Not currently considering quitting. | 2, Thinking about quitting, but not yet ready. | 3, Getting ready to make a quit attempt. | 4, Actively making a quit attempt. | 5, Quit tobacco use for 7 days or more.",,,,,,[use_smokeless] = '1',y,,,,,
tob_frc,followup_screener,,yesno,Have you used ANY tobacco products since beginning treatment at FRC (including e-cigarettes/vape)? ,,,,,,,,y,,,,, @HIDDEN-SURVEY
fu_tob_intro,followup_screener,,descriptive,"On the next page, please answer the questions regarding your knowledge and use of the tobacco cessation program.  

Please click ""submit"" to continue. ",,,,,,,[ftcd_prereq] = '1' or [use_smokeless] = '1' or [tob_frc_v2] = '1' or [tob_frc] = '1',,,,,,
tob_frc_v2,followup_screener_dc,,yesno,Have you used ANY tobacco products since beginning treatment at FRC (including e-cigarettes/vape)? ,,,,,,,[ftcd_prereq] = '0' and [use_smokeless] = '0',y,,,,,
fu_tob_intro_v2,followup_screener_dc,,descriptive,"On the next page, please answer the questions regarding your knowledge and use of the tobacco cessation program.  

Please click ""submit"" to continue. ",,,,,,,[tob_frc_v2] = '1' or [use_smokeless] = '1' or [ftcd_prereq] = '1',,,,,,
tob_completed,followup_tobacco,,yesno,Was this measure completed?,,,,,,,,,LH,,,, @HIDDEN
tob_type,followup_tobacco,,checkbox,1a. What type (s) of tobacco/nicotine products have you used? (Check all that apply).    ,"0, Cigarettes | 1, E-cigarettes/vape | 2, Smokeless (chew, dip, snus) | 3, Cigars or Cigarillos | 4, Pipe | 5, Hookah | 6, Kreteks | 10, Other | 11, None",,,,,,[ftcd_prereq] = '1' or [use_smokeless] = '1' or [tob_frc] = '1' or [tob_frc_v2] = '1',y,,,,,
tob_other_product,followup_tobacco,,text,1b. Other type  ,,,,,,,[tob_type(10)] = '1',y,LH,,,,
tob_amount,followup_tobacco,,radio,"2. In the past 7 days, has your tobacco/nicotine usage level been...","0, Much more than before coming to FRC | 1, Slightly more than before coming to FRC | 2, The same as before coming to FRC | 3, Slightly less than before coming to FRC | 4, Much less than before coming to FRC | 5, I have not used any form of tobacco in the past 7 days",,,,,,[tob_frc] = '1' or [use_smokeless] = '1' or [ftcd_prereq] = '1' or [tob_frc_v2] = '1',y,,,,,
desire_quit,followup_tobacco,,radio,"3. On a scale of 1-5, what is your level of interest in quitting tobacco/nicotine?  ","1, Not currently considering quitting | 2, Thinking about quitting, but not yet ready | 3, Getting ready to make a quit attempt | 4, Actively making a quit attempt | 5, Quit tobacco use for 7 days or more",,,,,,[tob_frc] = '1' or [use_smokeless] = '1' or [ftcd_prereq] = '1' or [tob_frc_v2] = '1',y,,,,,
frc_ahec,followup_tobacco,,yesno,4. Are you aware that FRC offers a tobacco/nicotine cessation program? ,,,,,,,[tob_frc] = '1' or [use_smokeless] = '1' or [ftcd_prereq] = '1' or [tob_frc_v2] = '1',y,,,,,
cess_class_aware,followup_tobacco,,checkbox,5. How did you learn about the program? (Check all that apply).  ,"0, Flyer in the lobby | 1, Someone else here was participating | 2, My therapist | 3, My physician | 4, AHEC Representative | 10, Other",,,,,,[frc_ahec] = '1',y,,,,,
ref_other,followup_tobacco,,text,"5a. If other referral, indicate here. ",,,,,,,[cess_class_aware(10)] = '1',y,LH,,,,
referral_therapist,followup_tobacco,,radio,6. Did anyone at FRC ever suggest that you attend  cessation classes? ,"1, Yes | 0, No | 2, Not sure",,,,,,[tob_frc] = '1' or [use_smokeless] = '1' or [ftcd_prereq] = '1' or [tob_frc_v2] = '1',y,,,,,
ref_sources,followup_tobacco,,checkbox,"6a. If so, whom. (Check all that apply).","1, Primary therapist | 2, Physician or nurse | 3, Other staff member | 4, Another patient | 5, AHEC Representative | 10, Other",,,,,,[referral_therapist] = '1',y,,,,,
ref_source_other,followup_tobacco,,text,"6b. If other, please indicate here.",,,,,,,[ref_sources(10)] = '1',y,LH,,,,
cess_class,followup_tobacco,,yesno,7. Have you attended any tobacco cessation classes during your treatment at UFHealth (Vista inpatient unit or FRC campus)? ,,,,,,,[tob_frc] = '1' or [use_smokeless] = '1' or [ftcd_prereq] = '1' or [tob_frc_v2] = '1',y,,,,,
tob_cess_location,followup_tobacco,,checkbox,7a. Where did you attend tobacco cessation class? (Check all that apply),"0, Vista inpatient unit | 1, FRC campus",,,,,,[cess_class] = '1',y,,,,,
cess_class_number,followup_tobacco,,text,7b. How many class sessions did you attend?,,,integer,,,,[cess_class] = '1',y,LH,,,,
tob_cess_exp,followup_tobacco,,radio,8. What was your experience with tobacco cessation classes? ,"1, Extremely helpful | 2, Moderately helpful | 3, Slightly helpful | 4, Neutral | 5, Slighly UNHELPFUL | 6, Moderately UNHELPFUL | 7, Extremely UNHELPFUL",,,,,,[cess_class] = '1',y,,,,,
tob_cess_exp_why,followup_tobacco,,text,9. Why?,,,,,,,[cess_class] = '1',y,LH,,,,
replace_products,followup_tobacco,,yesno,10. Have you used any nicotine replacement products or smoking cessation aid while at FRC?  ,,,,,,,[tob_frc] = '1' or [use_smokeless] = '1' or [ftcd_prereq] = '1' or [tob_frc_v2] = '1',y,,,,,
replace_type,followup_tobacco,,checkbox,10a. What types did you use? (Check all that apply).,"0, Patch | 1, Gum | 2, Lozenges | 3, Nasal spray/Inhaler | 4, Chantix | 5, Other",,,,,,[replace_products] = '1',y,,,,,
cant_quit_reasons,followup_tobacco,,checkbox,11. What are the main reasons you have been unable to quit using tobacco while here? (Check all that apply).   ,"0, I am not interested in quitting | 1, Withdrawal symptoms/concerns | 2, I use tobacco for coping/stress relief | 3, Fear of weight gain | 4, I don't think I can quit everything at once | 5, Social/peer pressure | 6, Boredom | 7, Seeing others use tobacco (e.g., the ""smoking pit"") tempts me | 8, I have not used any form of tobacco in the past 7 days | 15, Other",,,,,,[tob_frc] = '1' or [use_smokeless] = '1' or [ftcd_prereq] = '1' or [tob_frc_v2] = '1',y,,,,,
reason_other,followup_tobacco,,text,11a. Other reason,,,,,,,[cant_quit_reasons(15)] = '1',y,LH,,,,
canot_quit_primary,followup_tobacco,,radio,"12. If you had to choose ONE main reason you have not been able to quit, what would that be? ","0, I am not interested in quitting | 1, Withdrawal symptoms/concerns | 2, I use tobacco for coping/stress relief | 3, Fear of weight gain | 4, I don't think I can quit everything at once | 5, Social/peer pressure | 6, Boredom | 7, Seeing others use tobacco (e.g., the ""smoking pit"") tempts me | 8, I have not used any form of tobacco in the past 7 days | 15, Other",,,,,,[tob_frc] = '1' or [ftcd_prereq] = '1' or [use_smokeless] = '1' or [tob_frc_v2] = '1',y,,,,,
one_reason_other,followup_tobacco,,text,12a. Other reason ,,,,,,,[canot_quit_primary] = '15',y,LH,,,,
crave_introd,craving_intro,,descriptive,"The next questions are about cravings. Even though you are in treatment, it does not necessarily mean that you will not have had any thoughts about, or cravings for alcohol or drugs (this does not include tobacco or nicotine). 

We would like to know to what degree you have experienced any of the situations mentioned during the PAST WEEK. Please read each statement carefully as they are different, then read all of the answer choices before marking one.

Please click ""submit"" to continue.",,,,,,,,,,,,,
pacs_1,alcoholdrug_craving,,radio,"1. During the past week HOW OFTEN have you thought about drinking or using drugs, or about how good drinking/using would make you feel? ","0, 0 = Never (0 times during the past week) | 1, 1 = Rarely (1 to 2 times during the past week) | 2, 2 = Occasionally (3 to 4 times during the past week) | 3, 3 = Sometimes (5 to 10 times during the past week) | 4, 4 = Often (11 to 20 times during the past week or 1 to 2 times per day) | 5, 5 = Most of the time (20 to 40 times during the past week or 3 to 6 times per day) | 6, 6 = Nearly all of the time (more than 40 times during the past week or more than 6 times per day)",,,,,,,y,LV,,,,
pacs_2,alcoholdrug_craving,,radio,"2. At its most severe point, HOW STRONG was your craving during the past week? ","0, 0 = None at all | 1, 1 = Slight, that is a very mild urge | 2, 2 = Mild urge | 3, 3 = Moderate urge | 4, 4 = Strong urge, but easily controlled | 5, 5 = Strong urge and difficult to control | 6, 6 = Strong urge and would have drunk alcohol/used drugs if they were available",,,,,,,y,LV,,,,
pacs_3,alcoholdrug_craving,,radio,"3. During the past week HOW MUCH TIME have you spent thinking about drinking or using drugs, or about how good drinking/using would make you feel? ","0, 0 = None at all | 1, 1 = Less than 20 minutes | 2, 2 = 21 to 45 minutes | 3, 3 = 46 to 90 minutes | 4, 4 = 90 minutes to 3 hours | 5, 5 = Between 3 to 6 hours | 6, 6 = More than 6 hours",,,,,,,y,LV,,,,
pacs_4,alcoholdrug_craving,,radio,4. During the past week HOW DIFFICULT WOULD IT HAVE BEEN TO RESIST taking a drink or using drugs if you had known that alcohol or drugs were in your current place of residence? ,"0, 0 = Not difficult at all | 1, 1 = Very mildly difficult | 2, 2 = Mildly difficult | 3, 3 = Moderately difficult | 4, 4 = Very difficult | 5, 5 = Extremely difficult | 6, 6 = Would not be able to resist",,,,,,,y,LV,,,,
